,text,polarity
229,رائع جدا خصوصا المطل على البحر و الأكل افضل من الفرع الأول بالاضافه إلى المتحف الجميل المزين بسيارة الملك سلمان بن عبدالعزيز و الأعمال الفنية التي تمثل تراث المناطق,Negative
230,سوم الدخول غالية ومبالغ فيها بالاضافة الى أصوات الأغاني المنتشرة بين الجلسات اللي لازم تدفع ايضاً مقابل الجلوس فيها بالاختصار خسارة فلوس وكسب ذنوب على شي مايستاهل,Negative
231,بس قليل ليشغلوا الشلال الصناعي,Positive
232,حديقة جميلة جدا من تحب الأماكن لدى عائلتي,Positive
233,متحف تاريخي جغرافي آثاري للأحساء,Positive
234,مكان رائع لكن رسوم الدخول مبالغ جدا فيها متحف الملك عبدالعزيز في الرياض اكبر واكثر ابداع كانت رسومة رمزيه لو تخفض رسوم الدخول بيكون تجربة رائعة لزوار الأحساء لانه دخلته وحسيت الرسوم مبالغ فيها جدا,Negative
235,تحتوي على الكثير من القرى التي تمثل كل منطقة من مناطق المملكة ودول الخليج ويوجد فقرات غنائية وشيلات في كل قرية ويوجد محلات حرف يدوية مدة افتتاحها ٢١ يوم,Positive
236,وقت الصيف انصحكم,Positive
237,تجربه ممتعه وجميله,Positive
238,مكان جميل ورائع يستطيع الزائر من خلاله التعرف على كثير من هوية المنطقة بشكل شامل يستحق الزيارة,Positive
239,مكان هادئ جدا,Positive
240,جميلة جدا الحديقة  يوجد مواقف مظللة مجانية بالقرب من الحديقة,Neutral
241,مكان قمة في الروعة يأخذك إلى أزمان بعيدة حيث يتجسد التاريخ أمامك ممتع للصغار والكبار وبه جناح للأطفال مجسمات وماكيتات للمسجد النبوي والمدينة ومكة والمسجد الأقصى وغزوات النبي,Positive
242,مكان رائع وهادي جدا,Positive
243,متنزه جميل للعائلة وقضاء وقت جميل للأطفال الهيئه الملكية ابدعت بكل المقاييس فشكرا جزيلا لهم,Positive
244,معرض رائع وتنظيم مميز وسواعد شبابية سعودية تفرحك بحسن الاستقبال والمساعدة في تبسيط المعرفة للابناء مكان مميز لزيارته خاصة مع عائلتك,Neutral
245,مكان فخر للمدينه,Positive
246,تستحق الزيارة مرا اخرى,Positive
247,تشجير,Positive
248,تاريخ الأجداد وعبق الماضي يستحق تكرار الزيارة,Positive
249,متحف عن المدينه ايام زمان ويوجد مجسمات عن المدينه,Positive
250,منتزه كبير ف الرياض وقديم ولاكن جميل وزرته قريب جداً تطورات جميلة,Neutral
251,اول مسجد بني البحرين وثاني مسجد صليت في الجمعه  زرته الاولى قبل تطوير المنتزه و زرته ثانيه كان مغلق للصيانه,Positive
252,سيء وغالي عالفاضي,Positive
253,رائع متنوع جميل 👍🏻مشكلتة ان المشي متعب لدى البعض يجمع بين الماضي والحاظر فرق شعبية  ومقطوعات شعرية واستعراضات وبضائع قديمة وجديدة يرجع بك للماضي الجميل انا شخصيا انصح به,Neutral
254,موقع جميل ومن اجمل الاماكن واتمنى من الجميع المحافظة على نظافة المكان وعدم ترك بقايا الطعام وتركه افضل مما كان عليه وشكرا للجميع ورحله ممتعة,Negative
255,البحيرة جميله ومرتبه وموجود العاب للأطفال وهناك أسماك وطيور أستمتعت,Positive
256,تم ترميمها مؤخرا ولكن ما زالت مقومات السياحة في جازان صفر وهيئة السياحة والبلدية لا يحركون ساكنا ولو ذهبت الى هناك لا تكاد تجد  شي يشجع على زيارة أي معلم آخر,Negative
257,يستحق الزيارة بوجود متحف متكامل وسوق شعبي ورسام ومصور فوتغرافي واجنحة للاكل وقاعة عملاقة للمناسبات ومقهى في بهو ضخم  الاكل جميع اطباقه لذيذة خاصة المشاوي والبرياني والمرقوق والايدام والرقش باللحم,Positive
258,مكان ممتاز كتجربه اولى فقط التذاكر الشخص بريال,Positive
259,جميل لكن مع الأطفال متعب اتمنى يكون فيه سيارات قولف مجانية لأصحاب الزوار من آخر الشارع للبوابة لأن تعبنا وبرضو سيارة ثانية توصل للمواقف لأنها بعيدة,Negative
260,المكان رائع جدا الافضل تجيه الساعه ٥ اكون المحلات فتحت ويكون بارد,Neutral
261,مكان جميل جدا للترفيه والبعد من هموم الدنيا وتعاستها  تشعروكانك في عالم اخر جميل وجميع متطلبات الراحه متوفره في بوليفارد الرياظ حفظ الله المملكه وملكها وولي عهدها وسذذخطاهم الي مافيه الخير للجميع,Negative
262,مكان جميل جدا وافضل الإمكان في جده التاريخيه,Positive
263,قمه في الروعه والابداع يكفيك وجود موظفين مبدعين بالاخلاق والتعامل,Positive
264,جميل جدا يستحق الزياره  المكان صغير فيه لوح خداع بصري و غرف خداع بصري والموظفين يوضحون لك كل شي ومتعاونين وممتازين جدا الكبار ب الاطفال اكثر من  سنوات  اقل مجانا  بالغين ب,Negative
265,مكان فاخر بكل المقاهي والمطاعم اللي فيه,Positive
266,الإنارة سيئة داخل الغرف  والسعر لو كان ١٠ أفضل,Positive
267,معلم سياحي فريد,Positive
268,تم اذلته وهيتم نقله,Positive
269,حديقه جميله على المرسى وجود اماكن للجلوس واماكن لعب كره السله,Positive
270,روعة  طبيعة رائعة,Positive
271,من أجمل الأماكن إلى قلبي جدة التاريخية لمشاهدة فيديوهات تابعوا قناتي على اليوتيوب اسم القناة  الكابتن عبدالله النهدي,Positive
272,موقع الحديقه في أطراف ينبع الصناعيه  الحديقه متوسطة الحجم لكن رائعه جدا وهادئه  يوجد بها بحيرات اصطناعيه يوجد بها اسماك وبط,Neutral
273,ممتاز جداا حلؤؤ بس اﻻسعار حقت تلفريك الهدا غالية جداا  ريال الواحد لو يخفضون علينا شوي,Positive
274,من اروع مطاعم الدمام يمتاز يجميع الإكلات اللذيذه أيضا يمتاز بموقعه الجميل يبعد عن البحر عدة أمتار فقط انصح الجميع بزيارته,Neutral
275,تجربة جميلة وتعامل الستاف رااقي,Positive
276,تجربة مره جميله و موظفة الاستقبال حببتنا فالمكان اكثر باخلاقها وتعاملها 👏🏼👏🏼 مب اخر مره نروحه اكييد,Negative
277,مخيسة,Positive
278,ممتاز ويستحق الزيارة,Positive
279,المكان رائع ومميز وجميل,Neutral
280,بالصيف مره الأشجار مكتمه الجو حاره بالشتاء يمكن تكون حلوه ما رحت لها بالشتاء و النافورة مدري ليه تتسكر يعني الناس الي فيها ما يستاهلوا ☹️,Neutral
